CaseID,Status_Notes,Responsible_Agency,Category,Request_Type,Request_Details
336354,"We regret that due to the city's current fiscal shortages there are no funds available to install additional lights at Kezar. ","RPD Graffiti Queue","Rec and Park Requests","Park - Structural_Maintenance",Other
336349,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336348,NULL,"311 Service Request Queue","311 External Request",Damaged_Property,NULL
336347,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336346,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336338,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_commercial","Building_commercial - Not_Offensive"
336333,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336330,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
336328,NULL,"DPW Ops Queue",Graffiti,"Graffiti on City_receptacle","City_receptacle - Not_Offensive"
336326,"closed ","County Clerk - G","General Request - COUNTY CLERK",other,"county_clerk - other"
336322,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336314,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
336313,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
336310,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
336309,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
336308,NULL,"DPW BSM Queue",Graffiti,"Graffiti on News_rack","News_rack - Not_Offensive"
336307,"NID 400240 ","311 Service Request Queue","311 External Request",Graffiti,NULL
336305,NULL,"DPT Meter_Bike Queue",Graffiti,"Graffiti on Bike_rack","Bike_rack - Not_Offensive"
336303,NULL,"DPW Ops Queue","Tree Maintenance","Trees - Damaged_Tree",Damage_vandalism
336301,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Pole","Pole - Not_Offensive"
336300,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336298,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
336296,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Sidewalk_in_front_of_property","Sidewalk_in_front_of_property - Not_Offensive"
336295,NULL,"DPW Ops Queue",Graffiti,"Graffiti on City_receptacle","City_receptacle - Not_Offensive"
336294,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Mail_box","Mail_box - Not_Offensive"
336292,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
336291,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336290,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
336289,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Mattress
336287,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336286,"# 2589 ","DPT Signal Queue","Damaged Property","Damaged Traffic_Signal",Traffic_Signal
336285,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
336284,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336281,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336280,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336279,NULL,"DPW Ops Queue","Catch Basin Maintenance",Maintenance,Maintenance
336278,"SR 336318  ","DPW BSM Queue","Sidewalk or Curb",Sidewalk_Defect,Collapsed_sidewalk
336277,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
336276,"NID 400240 ","311 Service Request Queue","311 External Request",Graffiti,NULL
336275,"SR 336357 ","311 Service Request Queue","311 External Request",Graffiti,NULL
336274,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336272,"# 145 12-26-08 @1700 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Other","White - Ford - Van - 6U79841"
336271,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336268,"SR 336360 ","311 Service Request Queue","311 External Request",Damaged_Property,NULL
336267,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Sidewalk_in_front_of_property","Sidewalk_in_front_of_property - Offensive"
336265,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Other_enter_additional_details_below","Other_enter_additional_details_below - Offensive"
336264,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Sidewalk_in_front_of_property","Sidewalk_in_front_of_property - Not_Offensive"
336261,"SR 336363 ","311 Service Request Queue","311 External Request",Graffiti,NULL
336255,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Sidewalk_structure","Sidewalk_structure - Offensive"
336252,NULL,"DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Other","black - Limosine - NA - 8K43441"
336246,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Electronics
336244,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
336242,"#e5 12-26-08 @0845 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Other","Grey - Chevy - AStro - 5VVH796"
336241,NULL,"DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car4door","Gold - Cadillac - Catera - 4MG620"
336240,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Mattress
336239,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Mail_box","Mail_box - Not_Offensive"
336236,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336235,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
336234,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Sidewalk_in_front_of_property","Sidewalk_in_front_of_property - Not_Offensive"
336233,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_commercial","Building_commercial - Post_Abatement_Inspection"
992237,NULL,"311 Escalated KB Questions Queue","General Request - 311CUSTOMERSERVICECENTER",other,"311CustomerServiceCenter - other"
336231,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
336230,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336229,NULL,"PUC Sewer Ops","Sewer Issues",Side_Sewer_Issues,Water_coming_out
336228,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Signal_box","Signal_box - Not_Offensive"
336226,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
336220,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336216,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials","Liquids - Oil/Paint/Other"
336214,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Sidewalk_in_front_of_property","Sidewalk_in_front_of_property - Not_Offensive"
336213,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336212,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Mattress
336210,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning",Overflowing_City_Receptacle_or_Dumpster,Overflowing_City_Receptacle_or_Dumpster
336209,"Opened by DPT in error. ","DPW Ops Queue","Tree Maintenance","Trees - Tree_Other",Other
336208,"#391 12-29-08 @0824 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car4door","GREY - CADILLAC - OLDSMOBILE - 2PIU345"
336207,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_commercial","Building_commercial - Post_Abatement_Inspection"
336204,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336203,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
336199,NULL,"DPW Ops Queue",Encampments,"Encampment items","Cart Pickup"
336198,"Port of SF ","311 Service Request Queue","311 External Request",Trees,NULL
336196,NULL,"DPW Ops Queue",Encampments,"Encampment items","Cart Pickup"
336193,"Sent online form to Clear Channel. ","311 Service Request Queue","311 External Request",Graffiti,"Graffiti - ClearChannel"
336189,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Signal_box","Signal_box - Not_Offensive"
336188,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Sidewalk_structure","Sidewalk_structure - Not_Offensive"
336187,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336186,"EMAILED TO CLEAR CHANNEL ","311 Service Request Queue","311 External Request",Garbage,"Garbage - ClearChannel"
336184,NULL,"DPT Color Curb Queue","Color Curb","Red Color Curb Request","DPT Color Curb"
336183,NULL,"311 Supervisor Queue","Sewer Issues",Flooding,On_property
336177,NULL,"DPW Ops Queue",Graffiti,"Graffiti on City_receptacle","City_receptacle - Not_Offensive"
336176,NULL,"DPT Meter_Bike Queue",Graffiti,"Graffiti on Parking_meter","Parking_meter - Not_Offensive"
336175,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Signal_box","Signal_box - Not_Offensive"
336171,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
336165,NULL,"DPW BSSR Queue","Street Defects",Pavement_Defect,Pavement_Defect
336163,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336160,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336159,"sent to Clear Channel. ","311 Service Request Queue","311 External Request",Graffiti,"Graffiti - ClearChannel"
336158,NULL,"DPW BSM Queue","Street Defects",Utility_Excavation,Utility_Excavation
336157,NULL,"PUC Sewer Ops","Sewer Issues",Side_Sewer_Issues,Water_coming_out
336156,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Pole","Pole - Not_Offensive"
336155,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Sidewalk_structure","Sidewalk_structure - Not_Offensive"
336154,NULL,"PUC Sewer Ops","Sewer Issues",Flooding,On_property
336153,NULL,"PUC Sewer Ops","Street Defects",Pavement_Defect,Pavement_Defect
336152,NULL,"DPW Ops Queue",Encampments,"Encampment items","Cart Pickup"
336150,NULL,"PUC - Electric/Power - G","General Request - PUC",request_for_service,"electric - request_for_service"
336147,"Completed ","Housing Authority SR Queue","SFHA Requests",Carpentery,"Carpentery - Emergency"
336145,NULL,"PUC Sewer Ops","Sewer Issues",Sewage_Back_Up,Outofsewervent4inch
336145,NULL,"PUC Sewer Ops","Sewer Issues",Sewage_Back_Up,Outofsewervent4inch
336144,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
336139,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336137,NULL,"311 Supervisor Queue",Graffiti,"Graffiti on Sidewalk_structure","Sidewalk_structure - Not_Offensive"
336135,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336134,NULL,"DPW BSSR Queue","Street Defects",Pavement_Defect,Pavement_Defect
336132,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336131,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336129,NULL,"DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car4door","Green - Volkswagen - Jetta - 4JJK581"
336128,NULL,"PUC Sewer Ops","Sewer Issues",Side_Sewer_Issues,Water_coming_out
336126,NULL,"PUC Sewer Ops","Sewer Issues",Sewage_Back_Up,Outofsewervent4inch
336125,"#145 12-26-08 @1415 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - SUV","BlackGrey - Ford - Bronco - 2YZB460"
336123,NULL,"RPD Park Patrol Queue","Rec and Park Requests","Park - Park_Patrol",LockOutRestroom
336115,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials",Glass
336114,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336113,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Mail_box","Mail_box - Not_Offensive"
336112,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336111,"#391 12-26-08 @0922 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Other","WHITE - GMC - VAN - 4S84692"
336107,NULL,"PUC Sewer Ops","Sewer Issues",Sewage_Back_Up,Outofsewervent4inch
336106,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_residential","Building_residential - Post_Abatement_Inspection"
336103,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials",Glass
336101,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336099,"unable to pin point location ","311 Supervisor Queue",Encampments,"Encampment Reports","Encampment Cleanup"
336098,NULL,"DPW BSM Queue","Sidewalk or Curb",Sidewalk_Defect,Lifted_sidewalk_other
336088,NULL,"PUC Sewer Ops","Sewer Issues",Sewage_Back_Up,Outofsewervent4inch
336087,NULL,"DPW - Bureau of Street Environmental Services - G","General Request - PUBLIC WORKS",other,"bses - other"
336086,"Refer over to 336098 ","311 Service Request Queue","311 External Request",Sidewalk_or_Curb_Issues,NULL
336085,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336083,"Graffiti removed via previously placed work order SM-45081. ","RPD Graffiti Queue","Rec and Park Requests","Park - Structural_Maintenance",Graffiti
336081,NULL,"PUC Sewer Ops","Sewer Issues",Sewage_Back_Up,Outofsewervent4inch
336078,"Duplicate Refer to 336062  ","Housing Authority SR Queue","SFHA Requests",Plumbing,"Plumbing - Urgent"
336076,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials","Liquids - Oil/Paint/Other"
336073,NULL,"DPW - Other - G","General Request - PUBLIC WORKS",complaint,"dpw_other - complaint"
336072,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
336070,"#e5 12-26-08 @1010 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Other","blue/white - VW - van - 2BBF329"
336069,"# 305 12-26-08 @1005 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car4door","Silver - Toyota - 4 runner - 4PEF563"
336068,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning",Overflowing_City_Receptacle_or_Dumpster,Overflowing_City_Receptacle_or_Dumpster
336065,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336063,"#e5 12-26-08 @0819 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - SUV","Red - Ford - Expedition - 4KKA600"
336060,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_commercial","Building_commercial - Not_Offensive"
336059,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
336054,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Signal_box","Signal_box - Not_Offensive"
336053,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning",Overflowing_City_Receptacle_or_Dumpster,Overflowing_City_Receptacle_or_Dumpster
336052,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
336051,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
336049,NULL,"DPW - Other - G","General Request - PUBLIC WORKS",request_for_service,"dpw_other - request_for_service"
336048,NULL,"DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - SUV","BLUE - LAND ROVER - N/A - 5SWJ846"
336046,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
336045,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336044,NULL,"DPW Ops Queue","Litter Receptacles",Damaged_City_Can,Missing_liner
336043,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Sidewalk_structure","Sidewalk_structure - Not_Offensive"
336040,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336039,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_commercial","Building_commercial - Not_Offensive"
336038,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336036,NULL,"PUC - Electric/Power - G","General Request - PUC",request_for_service,"electric - request_for_service"
336033,NULL,"DPW Ops Queue","Tree Maintenance","Trees - Overgrown_Tree",Blocking_signs
336028,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
336020,NULL,"PUC - Electric/Power - G","General Request - PUC",request_for_service,"electric - request_for_service"
336016,"Added notes. ","PUC Sewer Ops","Sewer Issues",Flooding,On_street
336013,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials",Glass
336007,NULL,"DPW BSM Queue","Street Defects",Construction_Plate_Shifted,Construction_Plate_Shifted
336005,NULL,"DPW BSM Queue","Street Defects",Construction_Plate_Shifted,Construction_Plate_Shifted
335993,"Direct Call was made to  PUC (Closing Out).  ","311 Supervisor Queue","Sewer Issues",Water_Main_Break,NA
335983,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning",Automotive,Auto_accident_debris
335980,""#'s 2585"," 2587 "","DPT Signal Queue","Damaged Property","Damaged Traffic_Signal"
335975,NULL,"DPW Ops Queue",Encampments,"Encampment items","Cart Pickup"
335974,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Sidewalk_in_front_of_property","Sidewalk_in_front_of_property - Not_Offensive"
335973,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
335972,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
335971,"EMAILED TO CLEAR CHANNEL ","311 Service Request Queue","311 External Request",Graffiti,"Graffiti - ClearChannel"
335970,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_commercial","Building_commercial - Not_Offensive"
335969,NULL,"DPW Ops Queue","Litter Receptacles",Damaged_City_Can,Door_stuck_damaged
335962,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Pole","Pole - Not_Offensive"
335960,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
335955,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Pole","Pole - Not_Offensive"
335953,"EMAILED TO CLEAR CHANNEL ","311 Service Request Queue","311 External Request",Graffiti,"Graffiti - ClearChannel"
335950,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
335946,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Pole","Pole - Not_Offensive"
335943,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
335940,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Sidewalk_in_front_of_property","Sidewalk_in_front_of_property - Not_Offensive"
